#     BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
         519            -4.95524            -5.15759          0.00701317
         520             -5.0355            -5.15736          0.00700361
         521            -5.01169            -5.15708          0.00699575
         522            -4.95342            -5.15669          0.00699322
         523            -5.02057            -5.15643          0.00698469
         524            -5.00684            -5.15614          0.00697719
         525             -4.9741            -5.15579          0.00697251
         526             -5.0968            -5.15568          0.00696015
         527            -5.02185            -5.15543          0.00695158
         528            -4.95058            -5.15504          0.00694923
         529            -4.99143            -5.15473          0.00694297
         530            -4.90414            -5.15426          0.00694595
         531            -4.77869            -5.15355          0.00696879
         532            -4.81974            -5.15292          0.00698388
         533            -4.89271            -5.15243          0.00698782
         534             -4.9092            -5.15198          0.00698957
         535            -5.00481             -5.1517          0.00698191
         536             -5.0786            -5.15157          0.00697022
         537            -5.01543            -5.15131          0.00696185
         538            -5.03411             -5.1511          0.00695231
         539            -5.06704            -5.15094          0.00694116
         540            -5.10261            -5.15085          0.00692889
         541            -4.98343            -5.15054          0.00692299
         542            -5.01007            -5.15028          0.00691506
         543             -5.0168            -5.15004           0.0069067
         544            -5.01405            -5.14979          0.00689852
         545            -4.95355            -5.14943          0.00689526
         546            -4.98994            -5.14913          0.00688881
         547            -5.01779            -5.14889           0.0068804
         548            -5.08244            -5.14877          0.00686891
         549            -5.12402            -5.14873          0.00685655
         550            -5.11164            -5.14866          0.00684441
         551            -5.04545            -5.14847          0.00683456
         552            -5.06183            -5.14832          0.00682398
         553            -5.06101            -5.14816          0.00681346
         554            -4.98908            -5.14787          0.00680721
         555            -5.04039            -5.14768           0.0067977
         556            -5.01086            -5.14743          0.00678993
         557            -5.05423            -5.14726           0.0067798
         558            -5.03383            -5.14706           0.0067707
         559              -5.003             -5.1468          0.00676349
         560            -4.97802             -5.1465          0.00675812
         561            -5.07862            -5.14638          0.00674716
         562            -4.98816             -5.1461          0.00674102
         563            -5.01276            -5.14586          0.00673321
         564            -4.97085            -5.14555          0.00672842
         565            -4.96365            -5.14523          0.00672421
         566            -5.04654            -5.14505          0.00671459
         567             -5.0516            -5.14489          0.00670477
         568             -4.9959            -5.14463          0.00669809
         569            -4.95516            -5.14429          0.00669459
         570             -4.8959            -5.14386          0.00669701
         571            -4.86953            -5.14338           0.0067025
         572            -4.89652            -5.14295          0.00670466
         573            -4.95258            -5.14261          0.00670118
         574            -4.97058            -5.14232          0.00669621
         575            -4.98858            -5.14205           0.0066899
         576            -5.07459            -5.14193          0.00667931
         577             -5.1463            -5.14194          0.00666774
         578            -5.11228            -5.14189           0.0066564
         579             -5.0346             -5.1417          0.00664748
         580            -5.09759            -5.14163          0.00663645
         581            -5.12047            -5.14159          0.00662513
         582            -5.12912            -5.14157          0.00661378
         583            -5.24264            -5.14174          0.00660471
         584            -5.27975            -5.14198          0.00659763
         585            -5.26636            -5.14219          0.00658977
         586            -5.19052            -5.14227          0.00657905
         587            -5.13061            -5.14225          0.00656787
         588            -5.11842            -5.14221          0.00655682
         589            -5.12834            -5.14219          0.00654573
         590            -5.12106            -5.14215          0.00653474
         591             -5.0766            -5.14204          0.00652462
         592            -4.98397            -5.14177          0.00651906
         593            -5.01372            -5.14156          0.00651164
         594            -5.06427            -5.14143          0.00650198
         595            -5.03831            -5.14126          0.00649336
         596            -5.02753            -5.14106          0.00648527
         597            -4.97181            -5.14078           0.0064806
         598            -4.89664            -5.14037          0.00648261
         599            -4.94502            -5.14005          0.00647999
         600             -4.9047            -5.13965          0.00648105
         601            -4.99721            -5.13942           0.0064746
         602             -4.9864            -5.13916          0.00646883
         603            -5.00494            -5.13894          0.00646193
         604            -5.04244            -5.13878          0.00645321
         605            -5.14049            -5.13878          0.00644254
         606            -5.06743            -5.13867          0.00643298
         607              -4.974            -5.13839           0.0064281
         608             -4.8953            -5.13799          0.00642995
         609            -4.87542            -5.13756          0.00643384
         610             -4.8974            -5.13717          0.00643532
         611            -4.92313            -5.13682          0.00643432
         612            -4.93847             -5.1365          0.00643196
         613            -5.14146             -5.1365          0.00642147
         614            -5.09841            -5.13644          0.00641132
         615            -5.01422            -5.13624          0.00640397
         616            -5.07526            -5.13614          0.00639434
         617            -5.09308            -5.13607          0.00638436
