#     BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
         492          -0.0711018           -0.045225         0.000451497
         493           -0.071332           -0.045278         0.000453676
         494          -0.0715589          -0.0453312         0.000455866
         495          -0.0717824          -0.0453846         0.000458067
         496          -0.0720098          -0.0454383         0.000460278
         497          -0.0722386          -0.0454922         0.000462499
         498          -0.0724664          -0.0455464         0.000464732
         499          -0.0726982          -0.0456008         0.000466975
         500          -0.0729314          -0.0456555         0.000469229
         501          -0.0731661          -0.0457104         0.000471495
         502          -0.0734024          -0.0457655         0.000473771
         503          -0.0736402           -0.045821          0.00047606
         504          -0.0738819          -0.0458766          0.00047836
         505          -0.0741227          -0.0459326         0.000480671
         506          -0.0743604          -0.0459888         0.000482993
         507          -0.0746045          -0.0460452         0.000485327
         508          -0.0748502          -0.0461019         0.000487673
         509          -0.0750998          -0.0461589         0.000490031
         510          -0.0753534          -0.0462161         0.000492403
         511           -0.075604          -0.0462736         0.000494786
         512          -0.0758586          -0.0463314         0.000497183
         513          -0.0761125          -0.0463895         0.000499591
         514          -0.0763705          -0.0464478         0.000502013
         515          -0.0766302          -0.0465064         0.000504447
         516          -0.0768892          -0.0465653         0.000506894
         517            -0.07715          -0.0466244         0.000509354
         518          -0.0774102          -0.0466839         0.000511827
         519          -0.0776746          -0.0467436         0.000514312
         520          -0.0779383          -0.0468036          0.00051681
         521          -0.0782063          -0.0468638          0.00051932
         522           -0.078476          -0.0469244         0.000521845
         523          -0.0787524          -0.0469853         0.000524383
         524          -0.0790259          -0.0470464         0.000526936
         525          -0.0793036          -0.0471079         0.000529502
         526          -0.0795833          -0.0471696         0.000532083
         527          -0.0798648          -0.0472316         0.000534678
         528           -0.080146           -0.047294         0.000537287
         529          -0.0804267          -0.0473566         0.000539909
         530          -0.0807117          -0.0474195         0.000542546
         531           -0.080994          -0.0474828         0.000545196
         532          -0.0812831          -0.0475463         0.000547861
         533          -0.0815766          -0.0476101         0.000550541
         534          -0.0818721          -0.0476743         0.000553236
         535          -0.0821649          -0.0477388         0.000555945
         536          -0.0824621          -0.0478036          0.00055867
         537          -0.0827615          -0.0478687         0.000561409
         538          -0.0830606          -0.0479341         0.000564164
         539          -0.0833643          -0.0479998         0.000566934
         540            -0.08367          -0.0480659         0.000569719
         541          -0.0839804          -0.0481322         0.000572521
         542          -0.0842905           -0.048199         0.000575338
         543          -0.0846029           -0.048266         0.000578171
         544          -0.0849175          -0.0483334         0.000581021
         545          -0.0852367          -0.0484011         0.000583887
         546          -0.0855511          -0.0484691         0.000586769
         547          -0.0858701          -0.0485375         0.000589666
         548          -0.0861962          -0.0486062         0.000592581
         549          -0.0865223          -0.0486753         0.000595513
         550          -0.0868531          -0.0487447         0.000598462
         551          -0.0871815          -0.0488145         0.000601427
         552          -0.0875146          -0.0488846          0.00060441
         553          -0.0878526           -0.048955         0.000607411
         554          -0.0881882          -0.0490258         0.000610429
         555           -0.088531           -0.049097         0.000613465
         556          -0.0888763          -0.0491686          0.00061652
         557          -0.0892217          -0.0492405         0.000619593
         558          -0.0895696          -0.0493128         0.000622683
         559            -0.08992          -0.0493854         0.000625792
         560          -0.0902729          -0.0494584          0.00062892
         561          -0.0906308          -0.0495318         0.000632066
         562          -0.0909888          -0.0496056         0.000635232
         563          -0.0913494          -0.0496797         0.000638416
         564          -0.0917126          -0.0497542         0.000641619
         565          -0.0920784          -0.0498292         0.000644842
         566          -0.0924469          -0.0499045         0.000648083
         567          -0.0928227          -0.0499801         0.000651346
         568          -0.0931941          -0.0500562         0.000654627
         569          -0.0935705          -0.0501327         0.000657929
         570          -0.0939496          -0.0502096          0.00066125
         571          -0.0943313          -0.0502868         0.000664591
         572          -0.0947158          -0.0503645         0.000667953
         573          -0.0951053          -0.0504426         0.000671336
         574          -0.0954976          -0.0505211         0.000674739
         575          -0.0958878             -0.0506         0.000678163
         576          -0.0962831          -0.0506793         0.000681607
         577          -0.0966812           -0.050759         0.000685073
         578          -0.0970867          -0.0508392          0.00068856
         579          -0.0974903          -0.0509198         0.000692069
         580          -0.0978966          -0.0510007         0.000695599
         581          -0.0983008          -0.0510822          0.00069915
         582          -0.0987126           -0.051164         0.000702722
         583          -0.0991247          -0.0512463         0.000706316
