#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         442                 1.1                 1.1         7.73183e-09
         443                 1.1                 1.1         7.69058e-09
         444                 1.1                 1.1         7.68192e-09
         445                 1.1                 1.1          7.6407e-09
         446                 1.1                 1.1         7.63213e-09
         447                 1.1                 1.1         7.68847e-09
         448                 1.1                 1.1         7.64755e-09
         449                 1.1                 1.1         7.63903e-09
         450                 1.1                 1.1         7.59813e-09
         451                 1.1                 1.1          7.5897e-09
         452                 1.1                 1.1         7.54883e-09
         453                 1.1                 1.1          7.5405e-09
         454                 1.1                 1.1         7.59684e-09
         455                 1.1                 1.1         7.55627e-09
         456                 1.1                 1.1         7.54798e-09
         457                 1.1                 1.1         7.50743e-09
         458                 1.1                 1.1         7.49922e-09
         459                 1.1                 1.1         7.49105e-09
         460                 1.1                 1.1         7.45058e-09
         461                 1.1                 1.1          7.4425e-09
         462                 1.1                 1.1         7.46669e-09
         463                 1.1                 1.1         7.45862e-09
         464                 1.1                 1.1          7.4184e-09
         465                 1.1                 1.1         7.41042e-09
         466                 1.1                 1.1         7.40246e-09
         467                 1.1                 1.1         7.36231e-09
         468                 1.1                 1.1         7.35444e-09
         469                 1.1                 1.1          7.3143e-09
         470                 1.1                 1.1         7.30652e-09
         471                 1.1                 1.1         7.29876e-09
         472                 1.1                 1.1         7.25869e-09
         473                 1.1                 1.1         7.25101e-09
         474                 1.1                 1.1         7.33973e-09
         475                 1.1                 1.1         7.30005e-09
         476                 1.1                 1.1         7.29238e-09
         477                 1.1                 1.1         7.25271e-09
         478                 1.1                 1.1         7.24512e-09
         479                 1.1                 1.1         7.23755e-09
         480                 1.1                 1.1         7.19794e-09
         481                 1.1                 1.1         7.19046e-09
         482                 1.1                 1.1         7.24685e-09
         483                 1.1                 1.1         7.20752e-09
         484                 1.1                 1.1         7.20007e-09
         485                 1.1                 1.1         7.16075e-09
         486                 1.1                 1.1         7.15337e-09
         487                 1.1                 1.1         7.14603e-09
         488                 1.1                 1.1         7.10676e-09
         489                 1.1                 1.1         7.09949e-09
         490                 1.1                 1.1         7.15585e-09
         491                 1.1                 1.1         7.11686e-09
         492                 1.1                 1.1         7.10962e-09
         493                 1.1                 1.1         7.10241e-09
         494                 1.1                 1.1         7.06347e-09
         495                 1.1                 1.1         7.05633e-09
         496                 1.1                 1.1         7.01739e-09
         497                 1.1                 1.1         7.01033e-09
         498                 1.1                 1.1         7.00328e-09
         499                 1.1                 1.1         7.02799e-09
         500                 1.1                 1.1         7.02096e-09
         501                 1.1                 1.1         7.01395e-09
         502                 1.1                 1.1         6.97533e-09
         503                 1.1                 1.1         6.96839e-09
         504                 1.1                 1.1         6.96147e-09
         505                 1.1                 1.1         6.92289e-09
         506                 1.1                 1.1         6.91605e-09
         507                 1.1                 1.1         6.90923e-09
         508                 1.1                 1.1         6.93401e-09
         509                 1.1                 1.1          6.9272e-09
         510                 1.1                 1.1          6.9204e-09
         511                 1.1                 1.1         6.88213e-09
         512                 1.1                 1.1         6.87541e-09
         513                 1.1                 1.1          6.8687e-09
         514                 1.1                 1.1         6.83047e-09
         515                 1.1                 1.1         6.82383e-09
         516                 1.1                 1.1         6.81722e-09
         517                 1.1                 1.1         6.87339e-09
         518                 1.1                 1.1         6.86676e-09
         519                 1.1                 1.1         6.86014e-09
         520                 1.1                 1.1         6.82231e-09
         521                 1.1                 1.1         6.81576e-09
         522                 1.1                 1.1         6.80923e-09
         523                 1.1                 1.1         6.77144e-09
         524                 1.1                 1.1         6.76498e-09
         525                 1.1                 1.1         6.75853e-09
         526                 1.1                 1.1          6.7521e-09
         527                 1.1                 1.1         6.77685e-09
         528                 1.1                 1.1         6.77043e-09
         529                 1.1                 1.1         6.76403e-09
         530                 1.1                 1.1         6.72658e-09
         531                 1.1                 1.1         6.72024e-09
         532                 1.1                 1.1         6.71392e-09
         533                 1.1                 1.1         6.67649e-09
         534                 1.1                 1.1         6.67024e-09
         535                 1.1                 1.1           6.664e-09
         536                 1.1                 1.1          6.6266e-09
         537                 1.1                 1.1         6.68259e-09
         538                 1.1                 1.1         6.67638e-09
         539                 1.1                 1.1         6.67018e-09
         540                 1.1                 1.1         6.63308e-09
         541                 1.1                 1.1         6.62695e-09
         542                 1.1                 1.1         6.62083e-09
         543                 1.1                 1.1         6.58375e-09
         544                 1.1                 1.1         6.57769e-09
         545                 1.1                 1.1         6.57166e-09
         546                 1.1                 1.1         6.53459e-09
         547                 1.1                 1.1          6.5905e-09
         548                 1.1                 1.1         6.58448e-09
         549                 1.1                 1.1         6.57848e-09
         550                 1.1                 1.1         6.54172e-09
         551                 1.1                 1.1         6.53578e-09
         552                 1.1                 1.1         6.52985e-09
         553                 1.1                 1.1          6.4931e-09
         554                 1.1                 1.1         6.48724e-09
         555                 1.1                 1.1         6.48139e-09
         556                 1.1                 1.1         6.47556e-09
         557                 1.1                 1.1         6.43886e-09
         558                 1.1                 1.1         6.49465e-09
         559                 1.1                 1.1         6.48884e-09
         560                 1.1                 1.1         6.48304e-09
         561                 1.1                 1.1         6.44664e-09
         562                 1.1                 1.1          6.4409e-09
         563                 1.1                 1.1         6.43518e-09
         564                 1.1                 1.1         6.39878e-09
         565                 1.1                 1.1         6.39312e-09
         566                 1.1                 1.1         6.38747e-09
         567                 1.1                 1.1         6.38183e-09
         568                 1.1                 1.1         6.34548e-09
         569                 1.1                 1.1         6.43157e-09
         570                 1.1                 1.1         6.42592e-09
         571                 1.1                 1.1          6.4203e-09
         572                 1.1                 1.1         6.38435e-09
         573                 1.1                 1.1         6.37878e-09
         574                 1.1                 1.1         6.37322e-09
         575                 1.1                 1.1         6.33728e-09
         576                 1.1                 1.1         6.33178e-09
         577                 1.1                 1.1         6.32629e-09
         578                 1.1                 1.1         6.32081e-09
         579                 1.1                 1.1         6.28492e-09
         580                 1.1                 1.1          6.2795e-09
         581                 1.1                 1.1         6.33471e-09
         582                 1.1                 1.1         6.32926e-09
         583                 1.1                 1.1         6.29365e-09
         584                 1.1                 1.1         6.28826e-09
         585                 1.1                 1.1         6.28288e-09
         586                 1.1                 1.1         6.27752e-09
         587                 1.1                 1.1         6.24194e-09
         588                 1.1                 1.1         6.23663e-09
         589                 1.1                 1.1         6.23133e-09
         590                 1.1                 1.1         6.22605e-09
         591                 1.1                 1.1         6.19051e-09
         592                 1.1                 1.1         6.18528e-09
         593                 1.1                 1.1         6.24036e-09
         594                 1.1                 1.1          6.2351e-09
         595                 1.1                 1.1         6.19984e-09
         596                 1.1                 1.1         6.19463e-09
         597                 1.1                 1.1         6.18944e-09
         598                 1.1                 1.1         6.18427e-09
         599                 1.1                 1.1         6.14903e-09
         600                 1.1                 1.1         6.14391e-09
         601                 1.1                 1.1         6.13879e-09
         602                 1.1                 1.1         6.13369e-09
         603                 1.1                 1.1         6.09849e-09
         604                 1.1                 1.1         6.09344e-09
         605                 1.1                 1.1          6.0884e-09
         606                 1.1                 1.1         6.14331e-09
         607                 1.1                 1.1         6.13825e-09
         608                 1.1                 1.1         6.10335e-09
         609                 1.1                 1.1         6.09834e-09
         610                 1.1                 1.1         6.09334e-09
         611                 1.1                 1.1         6.08835e-09
         612                 1.1                 1.1         6.05348e-09
         613                 1.1                 1.1         6.04854e-09
         614                 1.1                 1.1         6.04361e-09
         615                 1.1                 1.1          6.0387e-09
         616                 1.1                 1.1         6.00385e-09
         617                 1.1                 1.1         5.99898e-09
