#     BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
         492              6.4673             7.54093           0.0294173
         493             6.51647             7.53885            0.029431
         494             6.43767             7.53662           0.0294557
         495             6.77473             7.53508           0.0294364
         496             6.64758             7.53329           0.0294313
         497             6.52963             7.53128           0.0294413
         498             6.76227             7.52973           0.0294227
         499             6.75476             7.52818           0.0294047
         500             7.26399             7.52765           0.0293506
         501             7.54289             7.52768            0.029292
         502             7.84349             7.52831           0.0292404
         503              7.9067             7.52906            0.029192
         504             7.89982              7.5298           0.0291433
         505             7.75866             7.53025           0.0290891
         506             7.78489             7.53075            0.029036
         507             7.63394             7.53096           0.0289795
         508             7.97446             7.53183           0.0289356
         509             7.71156             7.53218           0.0288809
         510             7.88508             7.53288           0.0288325
         511             7.75681             7.53331           0.0287794
         512             7.48376             7.53322           0.0287234
         513             7.70575             7.53355           0.0286694
         514             7.68033             7.53384            0.028615
         515             7.13066             7.53306           0.0285701
         516             7.19062             7.53239           0.0285225
         517             7.18012             7.53171           0.0284755
         518             6.76545             7.53023           0.0284589
         519             6.87692             7.52897           0.0284319
         520             6.84879             7.52766           0.0284073
         521             6.99442             7.52664           0.0283712
         522               7.067             7.52576           0.0283305
         523             7.19323             7.52512           0.0282834
         524             7.46708             7.52501           0.0282297
         525             7.60366             7.52516           0.0281763
         526             6.91069               7.524            0.028147
         527             7.45307             7.52386           0.0280939
         528             7.85807             7.52449           0.0280478
         529             7.68789              7.5248           0.0279965
         530             7.97299             7.52565           0.0279564
         531             8.35238             7.52721           0.0279471
         532             8.20549             7.52848           0.0279236
         533             7.66479             7.52874           0.0278724
         534             7.75732             7.52916           0.0278235
         535             7.33138             7.52879           0.0277739
         536             7.17124             7.52813           0.0277301
         537             7.63665             7.52833           0.0276792
         538             8.01838             7.52924           0.0276428
         539             7.63846             7.52944           0.0275922
         540             7.77626              7.5299           0.0275449
         541             7.83526             7.53046           0.0274998
         542             7.70898             7.53079            0.027451
         543             7.86872             7.53142           0.0274075
         544             7.93221             7.53215            0.027367
         545             8.22485             7.53342           0.0273463
         546              7.9028              7.5341           0.0273046
         547             7.71233             7.53443           0.0272566
         548             7.55544             7.53446           0.0272069
         549             7.33073             7.53409           0.0271599
         550             7.40538             7.53386           0.0271115
         551             7.65587             7.53408           0.0270632
         552             7.91919             7.53478           0.0270232
         553             7.59323             7.53488           0.0269745
         554             7.80212             7.53537           0.0269301
         555             7.89541             7.53602           0.0268894
         556             7.77821             7.53645           0.0268446
         557             7.36935             7.53615           0.0267981
         558             7.27579             7.53568           0.0267541
         559             7.24609             7.53517           0.0267113
         560             7.41848             7.53496           0.0266644
         561             7.22012              7.5344           0.0266228
         562             7.33336             7.53404           0.0265778
         563             7.31059             7.53364           0.0265335
         564             7.50451             7.53359           0.0264866
         565             7.99568             7.53441           0.0264523
         566             7.56297             7.53446           0.0264056
         567              7.4014             7.53422           0.0263601
         568             7.51352             7.53419           0.0263137
         569             7.96985             7.53495           0.0262786
         570             7.94901             7.53568           0.0262425
         571              8.4182             7.53723            0.026242
         572             7.61418             7.53736           0.0261965
         573             7.59061             7.53745            0.026151
         574             7.73487              7.5378           0.0261077
         575             7.55363             7.53782           0.0260623
         576             7.40957              7.5376            0.026018
         577             7.29466             7.53718           0.0259763
         578             7.16517             7.53654           0.0259393
         579             7.27667             7.53609           0.0258984
         580              7.1241             7.53538           0.0258635
         581              6.9349             7.53434           0.0258396
         582             6.74057             7.53298           0.0258312
         583             6.55418              7.5313           0.0258414
         584             6.46499             7.52948           0.0258616
         585             6.77161             7.52818           0.0258498
         586             7.06118             7.52738           0.0258179
         587             7.25031             7.52691           0.0257783
         588             7.34561              7.5266           0.0257363
         589             7.15253             7.52597           0.0257004
         590             7.16858             7.52536            0.025664
         591             7.09937             7.52464           0.0256307
         592             7.79526              7.5251           0.0255915
         593             7.48933             7.52504           0.0255484
         594             7.53269             7.52505           0.0255054
         595             7.41717             7.52487           0.0254632
         596             7.40944             7.52468           0.0254212
         597             7.83328             7.52519           0.0253838
         598             7.50488             7.52516           0.0253414
         599             7.29901             7.52478           0.0253019
         600             7.36946             7.52452           0.0252611
         601             7.19494             7.52397            0.025225
         602             7.20568             7.52345           0.0251886
         603             7.29157             7.52306           0.0251498
         604             7.39798             7.52285            0.025109
         605             7.32136             7.52252           0.0250697
         606             7.36672             7.52226           0.0250297
         607             7.65988             7.52249           0.0249895
         608             8.17102             7.52356           0.0249711
         609             8.26707             7.52478           0.0249599
         610             8.09448             7.52571           0.0249365
         611             7.81898             7.52619           0.0249003
         612              7.4488             7.52607           0.0248599
         613              7.1603             7.52547           0.0248265
         614             7.06798             7.52472           0.0247973
         615             7.51361             7.52471            0.024757
         616             6.76681             7.52348           0.0247473
         617              7.1034             7.52279           0.0247166
